"","pd_id","page_name","disclaimer","from_date","to_date","new_spend","num_of_new_ads"
"293016","pd-107176061174216-1","Vote for Joe Biden","BIDEN VICTORY FUND","2020-08-16","2020-08-22",0,0
"293017","pd-107176061174216-1","Vote for Joe Biden","BIDEN VICTORY FUND","2020-08-23","2020-08-29",0,0
"293018","pd-107176061174216-1","Vote for Joe Biden","BIDEN VICTORY FUND","2020-08-30","2020-09-05",0,0
"293019","pd-107176061174216-1","Vote for Joe Biden","BIDEN VICTORY FUND","2020-09-06","2020-09-12",0,0
"293020","pd-107176061174216-1","Vote for Joe Biden","BIDEN VICTORY FUND","2020-09-13","2020-09-19",0,0
"293021","pd-107176061174216-1","Vote for Joe Biden","BIDEN VICTORY FUND","2020-09-20","2020-09-26",0,0
"293022","pd-107176061174216-1","Vote for Joe Biden","BIDEN VICTORY FUND","2020-09-27","2020-10-03",0,0
"293023","pd-107176061174216-1","Vote for Joe Biden","BIDEN VICTORY FUND","2020-10-04","2020-10-10",0,0
"293024","pd-107176061174216-1","Vote for Joe Biden","BIDEN VICTORY FUND","2020-10-11","2020-10-17",0,0
"293025","pd-107176061174216-1","Vote for Joe Biden","BIDEN VICTORY FUND","2020-10-18","2020-10-24",100,433
"293026","pd-107176061174216-1","Vote for Joe Biden","BIDEN VICTORY FUND","2020-10-25","2020-10-31",199719,524
"293027","pd-107176061174216-1","Vote for Joe Biden","BIDEN VICTORY FUND","2020-11-01","2020-11-07",54891,0
"584954","pd-24413227922-7","Kamala Harris","BIDEN VICTORY FUND","2020-01-26","2020-02-01",0,0
"584955","pd-24413227922-7","Kamala Harris","BIDEN VICTORY FUND","2020-02-02","2020-02-08",0,0
"584956","pd-24413227922-7","Kamala Harris","BIDEN VICTORY FUND","2020-02-09","2020-02-15",0,0
"584957","pd-24413227922-7","Kamala Harris","BIDEN VICTORY FUND","2020-02-16","2020-02-22",0,0
"584958","pd-24413227922-7","Kamala Harris","BIDEN VICTORY FUND","2020-02-23","2020-02-29",0,0
"584959","pd-24413227922-7","Kamala Harris","BIDEN VICTORY FUND","2020-03-01","2020-03-07",0,0
"584960","pd-24413227922-7","Kamala Harris","BIDEN VICTORY FUND","2020-03-08","2020-03-14",0,0
"584961","pd-24413227922-7","Kamala Harris","BIDEN VICTORY FUND","2020-03-15","2020-03-21",0,0
"584962","pd-24413227922-7","Kamala Harris","BIDEN VICTORY FUND","2020-03-22","2020-03-28",0,0
"584963","pd-24413227922-7","Kamala Harris","BIDEN VICTORY FUND","2020-03-29","2020-04-04",0,0
"584964","pd-24413227922-7","Kamala Harris","BIDEN VICTORY FUND","2020-04-05","2020-04-11",0,0
"584965","pd-24413227922-7","Kamala Harris","BIDEN VICTORY FUND","2020-04-12","2020-04-18",0,0
"584966","pd-24413227922-7","Kamala Harris","BIDEN VICTORY FUND","2020-04-19","2020-04-25",0,0
"584967","pd-24413227922-7","Kamala Harris","BIDEN VICTORY FUND","2020-04-26","2020-05-02",0,0
"584968","pd-24413227922-7","Kamala Harris","BIDEN VICTORY FUND","2020-05-03","2020-05-09",0,0
"584969","pd-24413227922-7","Kamala Harris","BIDEN VICTORY FUND","2020-05-10","2020-05-16",0,0
"584970","pd-24413227922-7","Kamala Harris","BIDEN VICTORY FUND","2020-05-17","2020-05-23",0,0
"584971","pd-24413227922-7","Kamala Harris","BIDEN VICTORY FUND","2020-05-24","2020-05-30",0,0
"584972","pd-24413227922-7","Kamala Harris","BIDEN VICTORY FUND","2020-05-31","2020-06-06",0,0
"584973","pd-24413227922-7","Kamala Harris","BIDEN VICTORY FUND","2020-06-07","2020-06-13",0,0
"584974","pd-24413227922-7","Kamala Harris","BIDEN VICTORY FUND","2020-06-14","2020-06-20",0,0
"584975","pd-24413227922-7","Kamala Harris","BIDEN VICTORY FUND","2020-06-21","2020-06-27",0,0
"584976","pd-24413227922-7","Kamala Harris","BIDEN VICTORY FUND","2020-06-28","2020-07-04",0,0
"584977","pd-24413227922-7","Kamala Harris","BIDEN VICTORY FUND","2020-07-05","2020-07-11",0,0
"584978","pd-24413227922-7","Kamala Harris","BIDEN VICTORY FUND","2020-07-12","2020-07-18",0,0
"584979","pd-24413227922-7","Kamala Harris","BIDEN VICTORY FUND","2020-07-19","2020-07-25",0,0
"584980","pd-24413227922-7","Kamala Harris","BIDEN VICTORY FUND","2020-07-26","2020-08-01",0,0
"584981","pd-24413227922-7","Kamala Harris","BIDEN VICTORY FUND","2020-08-02","2020-08-08",0,0
"584982","pd-24413227922-7","Kamala Harris","BIDEN VICTORY FUND","2020-08-09","2020-08-15",2290,29
"584983","pd-24413227922-7","Kamala Harris","BIDEN VICTORY FUND","2020-08-16","2020-08-22",86496,5
"584984","pd-24413227922-7","Kamala Harris","BIDEN VICTORY FUND","2020-08-23","2020-08-29",1460,20
"584985","pd-24413227922-7","Kamala Harris","BIDEN VICTORY FUND","2020-08-30","2020-09-05",55534,93
"584986","pd-24413227922-7","Kamala Harris","BIDEN VICTORY FUND","2020-09-06","2020-09-12",43026,120
"584987","pd-24413227922-7","Kamala Harris","BIDEN VICTORY FUND","2020-09-13","2020-09-19",340096,317
"584988","pd-24413227922-7","Kamala Harris","BIDEN VICTORY FUND","2020-09-20","2020-09-26",352818,158
"584989","pd-24413227922-7","Kamala Harris","BIDEN VICTORY FUND","2020-09-27","2020-10-03",552016,281
"584990","pd-24413227922-7","Kamala Harris","BIDEN VICTORY FUND","2020-10-04","2020-10-10",531604,439
"584991","pd-24413227922-7","Kamala Harris","BIDEN VICTORY FUND","2020-10-11","2020-10-17",336843,739
"584992","pd-24413227922-7","Kamala Harris","BIDEN VICTORY FUND","2020-10-18","2020-10-24",871060,1038
"584993","pd-24413227922-7","Kamala Harris","BIDEN VICTORY FUND","2020-10-25","2020-10-31",701427,435
"584994","pd-24413227922-7","Kamala Harris","BIDEN VICTORY FUND","2020-11-01","2020-11-07",194827,28
"629938","pd-108338137722271-1","Team Biden Harris","BIDEN VICTORY FUND","2020-01-26","2020-02-01",0,0
"629939","pd-108338137722271-1","Team Biden Harris","BIDEN VICTORY FUND","2020-02-02","2020-02-08",0,0
"629940","pd-108338137722271-1","Team Biden Harris","BIDEN VICTORY FUND","2020-02-09","2020-02-15",0,0
"629941","pd-108338137722271-1","Team Biden Harris","BIDEN VICTORY FUND","2020-02-16","2020-02-22",0,0
"629942","pd-108338137722271-1","Team Biden Harris","BIDEN VICTORY FUND","2020-02-23","2020-02-29",0,0
"629943","pd-108338137722271-1","Team Biden Harris","BIDEN VICTORY FUND","2020-03-01","2020-03-07",0,0
"629944","pd-108338137722271-1","Team Biden Harris","BIDEN VICTORY FUND","2020-03-08","2020-03-14",0,0
"629945","pd-108338137722271-1","Team Biden Harris","BIDEN VICTORY FUND","2020-03-15","2020-03-21",0,0
"629946","pd-108338137722271-1","Team Biden Harris","BIDEN VICTORY FUND","2020-03-22","2020-03-28",0,0
"629947","pd-108338137722271-1","Team Biden Harris","BIDEN VICTORY FUND","2020-03-29","2020-04-04",0,0
"629948","pd-108338137722271-1","Team Biden Harris","BIDEN VICTORY FUND","2020-04-05","2020-04-11",0,0
"629949","pd-108338137722271-1","Team Biden Harris","BIDEN VICTORY FUND","2020-04-12","2020-04-18",0,0
"629950","pd-108338137722271-1","Team Biden Harris","BIDEN VICTORY FUND","2020-04-19","2020-04-25",0,0
"629951","pd-108338137722271-1","Team Biden Harris","BIDEN VICTORY FUND","2020-04-26","2020-05-02",0,0
"629952","pd-108338137722271-1","Team Biden Harris","BIDEN VICTORY FUND","2020-05-03","2020-05-09",0,0
"629953","pd-108338137722271-1","Team Biden Harris","BIDEN VICTORY FUND","2020-05-10","2020-05-16",0,0
"629954","pd-108338137722271-1","Team Biden Harris","BIDEN VICTORY FUND","2020-05-17","2020-05-23",0,0
"629955","pd-108338137722271-1","Team Biden Harris","BIDEN VICTORY FUND","2020-05-24","2020-05-30",0,0
"629956","pd-108338137722271-1","Team Biden Harris","BIDEN VICTORY FUND","2020-05-31","2020-06-06",0,0
"629957","pd-108338137722271-1","Team Biden Harris","BIDEN VICTORY FUND","2020-06-07","2020-06-13",0,0
"629958","pd-108338137722271-1","Team Biden Harris","BIDEN VICTORY FUND","2020-06-14","2020-06-20",0,0
"629959","pd-108338137722271-1","Team Biden Harris","BIDEN VICTORY FUND","2020-06-21","2020-06-27",0,0
"629960","pd-108338137722271-1","Team Biden Harris","BIDEN VICTORY FUND","2020-06-28","2020-07-04",0,0
"629961","pd-108338137722271-1","Team Biden Harris","BIDEN VICTORY FUND","2020-07-05","2020-07-11",0,0
"629962","pd-108338137722271-1","Team Biden Harris","BIDEN VICTORY FUND","2020-07-12","2020-07-18",0,0
"629963","pd-108338137722271-1","Team Biden Harris","BIDEN VICTORY FUND","2020-07-19","2020-07-25",0,0
"629964","pd-108338137722271-1","Team Biden Harris","BIDEN VICTORY FUND","2020-07-26","2020-08-01",0,0
"629965","pd-108338137722271-1","Team Biden Harris","BIDEN VICTORY FUND","2020-08-02","2020-08-08",0,0
"629966","pd-108338137722271-1","Team Biden Harris","BIDEN VICTORY FUND","2020-08-09","2020-08-15",0,0
"629967","pd-108338137722271-1","Team Biden Harris","BIDEN VICTORY FUND","2020-08-16","2020-08-22",0,0
"629968","pd-108338137722271-1","Team Biden Harris","BIDEN VICTORY FUND","2020-08-23","2020-08-29",0,0
"629969","pd-108338137722271-1","Team Biden Harris","BIDEN VICTORY FUND","2020-08-30","2020-09-05",0,0
"629970","pd-108338137722271-1","Team Biden Harris","BIDEN VICTORY FUND","2020-09-06","2020-09-12",0,0
"629971","pd-108338137722271-1","Team Biden Harris","BIDEN VICTORY FUND","2020-09-13","2020-09-19",0,0
"629972","pd-108338137722271-1","Team Biden Harris","BIDEN VICTORY FUND","2020-09-20","2020-09-26",0,0
"629973","pd-108338137722271-1","Team Biden Harris","BIDEN VICTORY FUND","2020-09-27","2020-10-03",0,0
"629974","pd-108338137722271-1","Team Biden Harris","BIDEN VICTORY FUND","2020-10-04","2020-10-10",0,0
"629975","pd-108338137722271-1","Team Biden Harris","BIDEN VICTORY FUND","2020-10-11","2020-10-17",0,0
"629976","pd-108338137722271-1","Team Biden Harris","BIDEN VICTORY FUND","2020-10-18","2020-10-24",100,572
"629977","pd-108338137722271-1","Team Biden Harris","BIDEN VICTORY FUND","2020-10-25","2020-10-31",211242,326
"629978","pd-108338137722271-1","Team Biden Harris","BIDEN VICTORY FUND","2020-11-01","2020-11-07",42546,0
"884999","pd-12301006942-6","Democratic Party","BIDEN VICTORY FUND","2020-01-26","2020-02-01",0,0
"885000","pd-12301006942-6","Democratic Party","BIDEN VICTORY FUND","2020-02-02","2020-02-08",0,0
"885001","pd-12301006942-6","Democratic Party","BIDEN VICTORY FUND","2020-02-09","2020-02-15",0,0
"885002","pd-12301006942-6","Democratic Party","BIDEN VICTORY FUND","2020-02-16","2020-02-22",0,0
"885003","pd-12301006942-6","Democratic Party","BIDEN VICTORY FUND","2020-02-23","2020-02-29",0,0
"885004","pd-12301006942-6","Democratic Party","BIDEN VICTORY FUND","2020-03-01","2020-03-07",0,0
"885005","pd-12301006942-6","Democratic Party","BIDEN VICTORY FUND","2020-03-08","2020-03-14",0,0
"885006","pd-12301006942-6","Democratic Party","BIDEN VICTORY FUND","2020-03-15","2020-03-21",0,0
"885007","pd-12301006942-6","Democratic Party","BIDEN VICTORY FUND","2020-03-22","2020-03-28",0,0
"885008","pd-12301006942-6","Democratic Party","BIDEN VICTORY FUND","2020-03-29","2020-04-04",0,0
"885009","pd-12301006942-6","Democratic Party","BIDEN VICTORY FUND","2020-04-05","2020-04-11",0,0
"885010","pd-12301006942-6","Democratic Party","BIDEN VICTORY FUND","2020-04-12","2020-04-18",0,0
"885011","pd-12301006942-6","Democratic Party","BIDEN VICTORY FUND","2020-04-19","2020-04-25",0,0
"885012","pd-12301006942-6","Democratic Party","BIDEN VICTORY FUND","2020-04-26","2020-05-02",0,0
"885013","pd-12301006942-6","Democratic Party","BIDEN VICTORY FUND","2020-05-03","2020-05-09",0,0
"885014","pd-12301006942-6","Democratic Party","BIDEN VICTORY FUND","2020-05-10","2020-05-16",0,0
"885015","pd-12301006942-6","Democratic Party","BIDEN VICTORY FUND","2020-05-17","2020-05-23",0,0
"885016","pd-12301006942-6","Democratic Party","BIDEN VICTORY FUND","2020-05-24","2020-05-30",0,0
"885017","pd-12301006942-6","Democratic Party","BIDEN VICTORY FUND","2020-05-31","2020-06-06",0,0
"885018","pd-12301006942-6","Democratic Party","BIDEN VICTORY FUND","2020-06-07","2020-06-13",0,0
"885019","pd-12301006942-6","Democratic Party","BIDEN VICTORY FUND","2020-06-14","2020-06-20",0,0
"885020","pd-12301006942-6","Democratic Party","BIDEN VICTORY FUND","2020-06-21","2020-06-27",0,0
"885021","pd-12301006942-6","Democratic Party","BIDEN VICTORY FUND","2020-06-28","2020-07-04",0,0
"885022","pd-12301006942-6","Democratic Party","BIDEN VICTORY FUND","2020-07-05","2020-07-11",0,0
"885023","pd-12301006942-6","Democratic Party","BIDEN VICTORY FUND","2020-07-12","2020-07-18",16831,82
"885024","pd-12301006942-6","Democratic Party","BIDEN VICTORY FUND","2020-07-19","2020-07-25",0,0
"885025","pd-12301006942-6","Democratic Party","BIDEN VICTORY FUND","2020-07-26","2020-08-01",0,0
"885026","pd-12301006942-6","Democratic Party","BIDEN VICTORY FUND","2020-08-02","2020-08-08",0,0
"885027","pd-12301006942-6","Democratic Party","BIDEN VICTORY FUND","2020-08-09","2020-08-15",0,0
"885028","pd-12301006942-6","Democratic Party","BIDEN VICTORY FUND","2020-08-16","2020-08-22",0,0
"885029","pd-12301006942-6","Democratic Party","BIDEN VICTORY FUND","2020-08-23","2020-08-29",0,0
"885030","pd-12301006942-6","Democratic Party","BIDEN VICTORY FUND","2020-08-30","2020-09-05",0,0
"885031","pd-12301006942-6","Democratic Party","BIDEN VICTORY FUND","2020-09-06","2020-09-12",0,0
"885032","pd-12301006942-6","Democratic Party","BIDEN VICTORY FUND","2020-09-13","2020-09-19",0,0
"885033","pd-12301006942-6","Democratic Party","BIDEN VICTORY FUND","2020-09-20","2020-09-26",11015,24
"885034","pd-12301006942-6","Democratic Party","BIDEN VICTORY FUND","2020-09-27","2020-10-03",8428,6
"885035","pd-12301006942-6","Democratic Party","BIDEN VICTORY FUND","2020-10-04","2020-10-10",0,0
"885036","pd-12301006942-6","Democratic Party","BIDEN VICTORY FUND","2020-10-11","2020-10-17",2072,168
"885037","pd-12301006942-6","Democratic Party","BIDEN VICTORY FUND","2020-10-18","2020-10-24",0,0
"885038","pd-12301006942-6","Democratic Party","BIDEN VICTORY FUND","2020-10-25","2020-10-31",0,0
"885039","pd-12301006942-6","Democratic Party","BIDEN VICTORY FUND","2020-11-01","2020-11-07",0,0
"1588509","pd-437400020507592-1","Joe Biden for Wisconsin","BIDEN VICTORY FUND","2020-01-26","2020-02-01",0,0
"1588510","pd-437400020507592-1","Joe Biden for Wisconsin","BIDEN VICTORY FUND","2020-02-02","2020-02-08",0,0
"1588511","pd-437400020507592-1","Joe Biden for Wisconsin","BIDEN VICTORY FUND","2020-02-09","2020-02-15",0,0
"1588512","pd-437400020507592-1","Joe Biden for Wisconsin","BIDEN VICTORY FUND","2020-02-16","2020-02-22",0,0
"1588513","pd-437400020507592-1","Joe Biden for Wisconsin","BIDEN VICTORY FUND","2020-02-23","2020-02-29",0,0
"1588514","pd-437400020507592-1","Joe Biden for Wisconsin","BIDEN VICTORY FUND","2020-03-01","2020-03-07",0,0
"1588515","pd-437400020507592-1","Joe Biden for Wisconsin","BIDEN VICTORY FUND","2020-03-08","2020-03-14",0,0
"1588516","pd-437400020507592-1","Joe Biden for Wisconsin","BIDEN VICTORY FUND","2020-03-15","2020-03-21",0,0
"1588517","pd-437400020507592-1","Joe Biden for Wisconsin","BIDEN VICTORY FUND","2020-03-22","2020-03-28",0,0
"1588518","pd-437400020507592-1","Joe Biden for Wisconsin","BIDEN VICTORY FUND","2020-03-29","2020-04-04",0,0
"1588519","pd-437400020507592-1","Joe Biden for Wisconsin","BIDEN VICTORY FUND","2020-04-05","2020-04-11",0,0
"1588520","pd-437400020507592-1","Joe Biden for Wisconsin","BIDEN VICTORY FUND","2020-04-12","2020-04-18",0,0
"1588521","pd-437400020507592-1","Joe Biden for Wisconsin","BIDEN VICTORY FUND","2020-04-19","2020-04-25",0,0
"1588522","pd-437400020507592-1","Joe Biden for Wisconsin","BIDEN VICTORY FUND","2020-04-26","2020-05-02",0,0
"1588523","pd-437400020507592-1","Joe Biden for Wisconsin","BIDEN VICTORY FUND","2020-05-03","2020-05-09",0,0
"1588524","pd-437400020507592-1","Joe Biden for Wisconsin","BIDEN VICTORY FUND","2020-05-10","2020-05-16",0,0
"1588525","pd-437400020507592-1","Joe Biden for Wisconsin","BIDEN VICTORY FUND","2020-05-17","2020-05-23",0,0
"1588526","pd-437400020507592-1","Joe Biden for Wisconsin","BIDEN VICTORY FUND","2020-05-24","2020-05-30",0,0
"1588527","pd-437400020507592-1","Joe Biden for Wisconsin","BIDEN VICTORY FUND","2020-05-31","2020-06-06",0,0
"1588528","pd-437400020507592-1","Joe Biden for Wisconsin","BIDEN VICTORY FUND","2020-06-07","2020-06-13",0,0
"1588529","pd-437400020507592-1","Joe Biden for Wisconsin","BIDEN VICTORY FUND","2020-06-14","2020-06-20",0,0
"1588530","pd-437400020507592-1","Joe Biden for Wisconsin","BIDEN VICTORY FUND","2020-06-21","2020-06-27",0,0
"1588531","pd-437400020507592-1","Joe Biden for Wisconsin","BIDEN VICTORY FUND","2020-06-28","2020-07-04",0,0
"1588532","pd-437400020507592-1","Joe Biden for Wisconsin","BIDEN VICTORY FUND","2020-07-05","2020-07-11",0,0
"1588533","pd-437400020507592-1","Joe Biden for Wisconsin","BIDEN VICTORY FUND","2020-07-12","2020-07-18",0,0
"1588534","pd-437400020507592-1","Joe Biden for Wisconsin","BIDEN VICTORY FUND","2020-07-19","2020-07-25",0,0
"1588535","pd-437400020507592-1","Joe Biden for Wisconsin","BIDEN VICTORY FUND","2020-07-26","2020-08-01",0,0
"1588536","pd-437400020507592-1","Joe Biden for Wisconsin","BIDEN VICTORY FUND","2020-08-02","2020-08-08",0,0
"1588537","pd-437400020507592-1","Joe Biden for Wisconsin","BIDEN VICTORY FUND","2020-08-09","2020-08-15",0,0
"1588538","pd-437400020507592-1","Joe Biden for Wisconsin","BIDEN VICTORY FUND","2020-08-16","2020-08-22",12440,13
"1588539","pd-437400020507592-1","Joe Biden for Wisconsin","BIDEN VICTORY FUND","2020-08-23","2020-08-29",0,0
"1588540","pd-437400020507592-1","Joe Biden for Wisconsin","BIDEN VICTORY FUND","2020-08-30","2020-09-05",0,0
"1588541","pd-437400020507592-1","Joe Biden for Wisconsin","BIDEN VICTORY FUND","2020-09-06","2020-09-12",0,0
"1588542","pd-437400020507592-1","Joe Biden for Wisconsin","BIDEN VICTORY FUND","2020-09-13","2020-09-19",0,0
"1588543","pd-437400020507592-1","Joe Biden for Wisconsin","BIDEN VICTORY FUND","2020-09-20","2020-09-26",1709,4
"1588544","pd-437400020507592-1","Joe Biden for Wisconsin","BIDEN VICTORY FUND","2020-09-27","2020-10-03",8462,4
"1588545","pd-437400020507592-1","Joe Biden for Wisconsin","BIDEN VICTORY FUND","2020-10-04","2020-10-10",0,0
"1588546","pd-437400020507592-1","Joe Biden for Wisconsin","BIDEN VICTORY FUND","2020-10-11","2020-10-17",0,0
"1588547","pd-437400020507592-1","Joe Biden for Wisconsin","BIDEN VICTORY FUND","2020-10-18","2020-10-24",0,0
"1588548","pd-437400020507592-1","Joe Biden for Wisconsin","BIDEN VICTORY FUND","2020-10-25","2020-10-31",0,0
"1588549","pd-437400020507592-1","Joe Biden for Wisconsin","BIDEN VICTORY FUND","2020-11-01","2020-11-07",0,0
"1588960","pd-438007310446785-1","Biden for WI","BIDEN VICTORY FUND","2020-01-26","2020-02-01",0,0
"1588961","pd-438007310446785-1","Biden for WI","BIDEN VICTORY FUND","2020-02-02","2020-02-08",0,0
"1588962","pd-438007310446785-1","Biden for WI","BIDEN VICTORY FUND","2020-02-09","2020-02-15",0,0
"1588963","pd-438007310446785-1","Biden for WI","BIDEN VICTORY FUND","2020-02-16","2020-02-22",0,0
"1588964","pd-438007310446785-1","Biden for WI","BIDEN VICTORY FUND","2020-02-23","2020-02-29",0,0
"1588965","pd-438007310446785-1","Biden for WI","BIDEN VICTORY FUND","2020-03-01","2020-03-07",0,0
"1588966","pd-438007310446785-1","Biden for WI","BIDEN VICTORY FUND","2020-03-08","2020-03-14",0,0
"1588967","pd-438007310446785-1","Biden for WI","BIDEN VICTORY FUND","2020-03-15","2020-03-21",0,0
"1588968","pd-438007310446785-1","Biden for WI","BIDEN VICTORY FUND","2020-03-22","2020-03-28",0,0
"1588969","pd-438007310446785-1","Biden for WI","BIDEN VICTORY FUND","2020-03-29","2020-04-04",0,0
"1588970","pd-438007310446785-1","Biden for WI","BIDEN VICTORY FUND","2020-04-05","2020-04-11",0,0
"1588971","pd-438007310446785-1","Biden for WI","BIDEN VICTORY FUND","2020-04-12","2020-04-18",0,0
"1588972","pd-438007310446785-1","Biden for WI","BIDEN VICTORY FUND","2020-04-19","2020-04-25",0,0
"1588973","pd-438007310446785-1","Biden for WI","BIDEN VICTORY FUND","2020-04-26","2020-05-02",0,0
"1588974","pd-438007310446785-1","Biden for WI","BIDEN VICTORY FUND","2020-05-03","2020-05-09",0,0
"1588975","pd-438007310446785-1","Biden for WI","BIDEN VICTORY FUND","2020-05-10","2020-05-16",0,0
"1588976","pd-438007310446785-1","Biden for WI","BIDEN VICTORY FUND","2020-05-17","2020-05-23",0,0
"1588977","pd-438007310446785-1","Biden for WI","BIDEN VICTORY FUND","2020-05-24","2020-05-30",0,0
"1588978","pd-438007310446785-1","Biden for WI","BIDEN VICTORY FUND","2020-05-31","2020-06-06",0,0
"1588979","pd-438007310446785-1","Biden for WI","BIDEN VICTORY FUND","2020-06-07","2020-06-13",0,0
"1588980","pd-438007310446785-1","Biden for WI","BIDEN VICTORY FUND","2020-06-14","2020-06-20",0,0
"1588981","pd-438007310446785-1","Biden for WI","BIDEN VICTORY FUND","2020-06-21","2020-06-27",0,0
"1588982","pd-438007310446785-1","Biden for WI","BIDEN VICTORY FUND","2020-06-28","2020-07-04",0,0
"1588983","pd-438007310446785-1","Biden for WI","BIDEN VICTORY FUND","2020-07-05","2020-07-11",0,0
"1588984","pd-438007310446785-1","Biden for WI","BIDEN VICTORY FUND","2020-07-12","2020-07-18",0,0
"1588985","pd-438007310446785-1","Biden for WI","BIDEN VICTORY FUND","2020-07-19","2020-07-25",0,0
"1588986","pd-438007310446785-1","Biden for WI","BIDEN VICTORY FUND","2020-07-26","2020-08-01",0,0
"1588987","pd-438007310446785-1","Biden for WI","BIDEN VICTORY FUND","2020-08-02","2020-08-08",0,0
"1588988","pd-438007310446785-1","Biden for WI","BIDEN VICTORY FUND","2020-08-09","2020-08-15",0,0
"1588989","pd-438007310446785-1","Biden for WI","BIDEN VICTORY FUND","2020-08-16","2020-08-22",13071,13
"1588990","pd-438007310446785-1","Biden for WI","BIDEN VICTORY FUND","2020-08-23","2020-08-29",0,0
"1588991","pd-438007310446785-1","Biden for WI","BIDEN VICTORY FUND","2020-08-30","2020-09-05",0,0
"1588992","pd-438007310446785-1","Biden for WI","BIDEN VICTORY FUND","2020-09-06","2020-09-12",0,0
"1588993","pd-438007310446785-1","Biden for WI","BIDEN VICTORY FUND","2020-09-13","2020-09-19",0,0
"1588994","pd-438007310446785-1","Biden for WI","BIDEN VICTORY FUND","2020-09-20","2020-09-26",0,0
"1588995","pd-438007310446785-1","Biden for WI","BIDEN VICTORY FUND","2020-09-27","2020-10-03",0,0
"1588996","pd-438007310446785-1","Biden for WI","BIDEN VICTORY FUND","2020-10-04","2020-10-10",0,0
"1588997","pd-438007310446785-1","Biden for WI","BIDEN VICTORY FUND","2020-10-11","2020-10-17",0,0
"1588998","pd-438007310446785-1","Biden for WI","BIDEN VICTORY FUND","2020-10-18","2020-10-24",0,0
"1588999","pd-438007310446785-1","Biden for WI","BIDEN VICTORY FUND","2020-10-25","2020-10-31",0,0
"1589000","pd-438007310446785-1","Biden for WI","BIDEN VICTORY FUND","2020-11-01","2020-11-07",0,0
"2177306","pd-7860876103-5","Joe Biden","BIDEN VICTORY FUND","2020-01-26","2020-02-01",0,0
"2177307","pd-7860876103-5","Joe Biden","BIDEN VICTORY FUND","2020-02-02","2020-02-08",0,0
"2177308","pd-7860876103-5","Joe Biden","BIDEN VICTORY FUND","2020-02-09","2020-02-15",0,0
"2177309","pd-7860876103-5","Joe Biden","BIDEN VICTORY FUND","2020-02-16","2020-02-22",0,0
"2177310","pd-7860876103-5","Joe Biden","BIDEN VICTORY FUND","2020-02-23","2020-02-29",0,0
"2177311","pd-7860876103-5","Joe Biden","BIDEN VICTORY FUND","2020-03-01","2020-03-07",0,0
"2177312","pd-7860876103-5","Joe Biden","BIDEN VICTORY FUND","2020-03-08","2020-03-14",0,0
"2177313","pd-7860876103-5","Joe Biden","BIDEN VICTORY FUND","2020-03-15","2020-03-21",0,0
"2177314","pd-7860876103-5","Joe Biden","BIDEN VICTORY FUND","2020-03-22","2020-03-28",0,0
"2177315","pd-7860876103-5","Joe Biden","BIDEN VICTORY FUND","2020-03-29","2020-04-04",0,0
"2177316","pd-7860876103-5","Joe Biden","BIDEN VICTORY FUND","2020-04-05","2020-04-11",0,0
"2177317","pd-7860876103-5","Joe Biden","BIDEN VICTORY FUND","2020-04-12","2020-04-18",0,0
"2177318","pd-7860876103-5","Joe Biden","BIDEN VICTORY FUND","2020-04-19","2020-04-25",0,0
"2177319","pd-7860876103-5","Joe Biden","BIDEN VICTORY FUND","2020-04-26","2020-05-02",0,0
"2177320","pd-7860876103-5","Joe Biden","BIDEN VICTORY FUND","2020-05-03","2020-05-09",0,0
"2177321","pd-7860876103-5","Joe Biden","BIDEN VICTORY FUND","2020-05-10","2020-05-16",0,0
"2177322","pd-7860876103-5","Joe Biden","BIDEN VICTORY FUND","2020-05-17","2020-05-23",0,0
"2177323","pd-7860876103-5","Joe Biden","BIDEN VICTORY FUND","2020-05-24","2020-05-30",0,0
"2177324","pd-7860876103-5","Joe Biden","BIDEN VICTORY FUND","2020-05-31","2020-06-06",0,0
"2177325","pd-7860876103-5","Joe Biden","BIDEN VICTORY FUND","2020-06-07","2020-06-13",0,0
"2177326","pd-7860876103-5","Joe Biden","BIDEN VICTORY FUND","2020-06-14","2020-06-20",1540,85
"2177327","pd-7860876103-5","Joe Biden","BIDEN VICTORY FUND","2020-06-21","2020-06-27",563192,762
"2177328","pd-7860876103-5","Joe Biden","BIDEN VICTORY FUND","2020-06-28","2020-07-04",461630,458
"2177329","pd-7860876103-5","Joe Biden","BIDEN VICTORY FUND","2020-07-05","2020-07-11",539048,815
"2177330","pd-7860876103-5","Joe Biden","BIDEN VICTORY FUND","2020-07-12","2020-07-18",362988,767
"2177331","pd-7860876103-5","Joe Biden","BIDEN VICTORY FUND","2020-07-19","2020-07-25",676561,1628
"2177332","pd-7860876103-5","Joe Biden","BIDEN VICTORY FUND","2020-07-26","2020-08-01",924344,1109
"2177333","pd-7860876103-5","Joe Biden","BIDEN VICTORY FUND","2020-08-02","2020-08-08",2239128,2277
"2177334","pd-7860876103-5","Joe Biden","BIDEN VICTORY FUND","2020-08-09","2020-08-15",4184732,4447
"2177335","pd-7860876103-5","Joe Biden","BIDEN VICTORY FUND","2020-08-16","2020-08-22",3525276,4731
"2177336","pd-7860876103-5","Joe Biden","BIDEN VICTORY FUND","2020-08-23","2020-08-29",2908997,2589
"2177337","pd-7860876103-5","Joe Biden","BIDEN VICTORY FUND","2020-08-30","2020-09-05",3726435,2830
